,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice,Year
41522,C539866,22300,COFFEE MUG DOG + BALL DESIGN,-3,2010-12-23 10:20:00,2.55,12427.0,Germany,-7.6499999999999995,2010
41523,C539866,22634,CHILDS BREAKFAST SET SPACEBOY ,-4,2010-12-23 10:20:00,8.5,12427.0,Germany,-34.0,2010
41524,C539866,22636,CHILDS BREAKFAST SET CIRCUS PARADE,-2,2010-12-23 10:20:00,7.65,12427.0,Germany,-15.3,2010
41603,C539943,22892,SET OF SALT AND PEPPER TOADSTOOLS,-1,2010-12-23 11:36:00,1.25,14032.0,United Kingdom,-1.25,2010
41604,C539943,22198,LARGE POPCORN HOLDER ,-3,2010-12-23 11:36:00,1.65,14032.0,United Kingdom,-4.949999999999999,2010
41605,C539944,22776,SWEETHEART CAKESTAND 3 TIER,-1,2010-12-23 11:38:00,9.95,14560.0,United Kingdom,-9.95,2010
41606,C539945,84970S,HANGING HEART ZINC T-LIGHT HOLDER,-1,2010-12-23 11:40:00,0.85,17069.0,United Kingdom,-0.85,2010
41607,C539945,71459,HANGING JAM JAR T-LIGHT HOLDER,-1,2010-12-23 11:40:00,0.85,17069.0,United Kingdom,-0.85,2010
41608,C539945,22667,RECIPE BOX RETROSPOT ,-1,2010-12-23 11:40:00,2.95,17069.0,United Kingdom,-2.95,2010
41609,C539945,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,-3,2010-12-23 11:40:00,2.95,17069.0,United Kingdom,-8.850000000000001,2010
41619,C539947,21363,HOME SMALL WOOD LETTERS,-6,2010-12-23 11:47:00,4.95,13854.0,United Kingdom,-29.700000000000003,2010
41620,C539948,21888,BINGO SET,-4,2010-12-23 11:48:00,3.75,,EIRE,-15.0,2010
41621,C539949,22083,PAPER CHAIN KIT RETROSPOT,-6,2010-12-23 11:49:00,2.95,17581.0,United Kingdom,-17.700000000000003,2010
41622,C539950,85099C,JUMBO  BAG BAROQUE BLACK WHITE,-1,2010-12-23 11:50:00,1.95,13534.0,United Kingdom,-1.95,2010
41623,C539950,85099B,JUMBO BAG RED RETROSPOT,-10,2010-12-23 11:50:00,1.95,13534.0,United Kingdom,-19.5,2010
41624,C539950,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-2,2010-12-23 11:50:00,4.95,13534.0,United Kingdom,-9.9,2010
41696,C539956,35004C,SET OF 3 COLOURED  FLYING DUCKS,-15,2010-12-23 12:55:00,4.65,12980.0,United Kingdom,-69.75,2010
42331,C539983,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-6,2010-12-23 14:49:00,4.95,15856.0,United Kingdom,-29.700000000000003,2010
42557,C540006,21306,SET/4 DAISY MIRROR MAGNETS,-1,2011-01-04 10:48:00,2.1,14606.0,United Kingdom,-2.1,2011
42558,C540006,84352,SILVER CHRISTMAS TREE BAUBLE STAND ,-1,2011-01-04 10:48:00,16.95,14606.0,United Kingdom,-16.95,2011
42559,C540006,22423,REGENCY CAKESTAND 3 TIER,-1,2011-01-04 10:48:00,12.75,14606.0,United Kingdom,-12.75,2011
42560,C540007,21055,TOOL BOX SOFT TOY ,-6,2011-01-04 11:08:00,8.95,15379.0,United Kingdom,-53.699999999999996,2011
42561,C540007,22274,FELTCRAFT DOLL EMILY,-6,2011-01-04 11:08:00,2.95,15379.0,United Kingdom,-17.700000000000003,2011
43331,C540030,22070,SMALL RED RETROSPOT MUG IN BOX ,-24,2011-01-04 13:47:00,3.75,16029.0,United Kingdom,-90.0,2011
43448,C540057,POST,POSTAGE,-1,2011-01-04 14:29:00,40.0,12483.0,Sweden,-40.0,2011
43559,C540097,22835,HOT WATER BOTTLE I AM SO POORLY,-4,2011-01-04 15:46:00,4.65,15373.0,United Kingdom,-18.6,2011
43560,C540097,22423,REGENCY CAKESTAND 3 TIER,-6,2011-01-04 15:46:00,12.75,15373.0,United Kingdom,-76.5,2011
43561,C540097,22179,SET 10 LIGHTS NIGHT OWL,-4,2011-01-04 15:46:00,6.75,15373.0,United Kingdom,-27.0,2011
43562,C540097,22113,GREY HEART HOT WATER BOTTLE,-4,2011-01-04 15:46:00,3.75,15373.0,United Kingdom,-15.0,2011
43563,C540097,21843,RED RETROSPOT CAKE STAND,-6,2011-01-04 15:46:00,10.95,15373.0,United Kingdom,-65.69999999999999,2011
43663,C540109,85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,-150,2011-01-04 17:12:00,2.95,17389.0,United Kingdom,-442.5,2011
43664,C540112,21735,TWO DOOR CURIO CABINET,-18,2011-01-04 17:14:00,10.95,15973.0,United Kingdom,-197.1,2011
43702,C540117,AMAZONFEE,AMAZON FEE,-1,2011-01-05 09:55:00,16888.02,,United Kingdom,-16888.02,2011
43703,C540118,AMAZONFEE,AMAZON FEE,-1,2011-01-05 09:57:00,16453.71,,United Kingdom,-16453.71,2011
43779,C540129,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,-3,2011-01-05 10:46:00,2.55,12578.0,Italy,-7.6499999999999995,2011
43780,C540142,22667,RECIPE BOX RETROSPOT ,-2,2011-01-05 10:50:00,2.95,12782.0,Portugal,-5.9,2011
43781,C540142,22666,RECIPE BOX PANTRY YELLOW DESIGN,-1,2011-01-05 10:50:00,2.95,12782.0,Portugal,-2.95,2011
43782,C540142,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,-1,2011-01-05 10:50:00,3.75,12782.0,Portugal,-3.75,2011
43783,C540142,22960,JAM MAKING SET WITH JARS,-12,2011-01-05 10:50:00,3.75,12782.0,Portugal,-45.0,2011
43856,C540151,21843,RED RETROSPOT CAKE STAND,-1,2011-01-05 11:13:00,10.95,12494.0,France,-10.95,2011
43857,C540152,22666,RECIPE BOX PANTRY YELLOW DESIGN,-1,2011-01-05 11:21:00,2.95,12395.0,Belgium,-2.95,2011
44152,C540155,72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,-54,2011-01-05 11:31:00,3.81,,Bahrain,-205.74,2011
44153,C540156,21843,RED RETROSPOT CAKE STAND,-1,2011-01-05 11:36:00,10.95,12683.0,France,-10.95,2011
44205,C540158,22968,ROSE COTTAGE KEEPSAKE BOX ,-2,2011-01-05 11:42:00,9.95,12471.0,Germany,-19.9,2011
44206,C540158,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,-2,2011-01-05 11:42:00,2.1,12471.0,Germany,-4.2,2011
44207,C540158,22962,JAM JAR WITH PINK LID,-17,2011-01-05 11:42:00,0.85,12471.0,Germany,-14.45,2011
44208,C540158,22961,JAM MAKING SET PRINTED,-2,2011-01-05 11:42:00,1.45,12471.0,Germany,-2.9,2011
44209,C540158,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,-5,2011-01-05 11:42:00,0.85,12471.0,Germany,-4.25,2011
44210,C540158,22728,ALARM CLOCK BAKELIKE PINK,-4,2011-01-05 11:42:00,3.75,12471.0,Germany,-15.0,2011
44211,C540158,22649,STRAWBERRY FAIRY CAKE TEAPOT,-2,2011-01-05 11:42:00,4.95,12471.0,Germany,-9.9,2011
44212,C540158,22423,REGENCY CAKESTAND 3 TIER,-2,2011-01-05 11:42:00,10.95,12471.0,Germany,-21.9,2011
44294,C540164,85049A,TRADITIONAL CHRISTMAS RIBBONS,-12,2011-01-05 12:02:00,1.25,14911.0,EIRE,-15.0,2011
44295,C540164,84508B,STRIPES DESIGN TEDDY,-6,2011-01-05 12:02:00,2.55,14911.0,EIRE,-15.299999999999999,2011
44296,C540164,72815,3 WICK CHRISTMAS BRIAR CANDLE ,-4,2011-01-05 12:02:00,3.75,14911.0,EIRE,-15.0,2011
44297,C540164,22034,ROBIN CHRISTMAS CARD,-12,2011-01-05 12:02:00,0.42,14911.0,EIRE,-5.04,2011
44298,C540164,21144,PINK POODLE HANGING DECORATION ,-12,2011-01-05 12:02:00,0.38,14911.0,EIRE,-4.5600000000000005,2011
44299,C540164,21412,VINTAGE GOLD TINSEL REEL,-6,2011-01-05 12:02:00,0.42,14911.0,EIRE,-2.52,2011
44300,C540164,21351,CINAMMON & ORANGE WREATH,-2,2011-01-05 12:02:00,6.75,14911.0,EIRE,-13.5,2011
44301,C540164,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-6,2011-01-05 12:02:00,2.95,14911.0,EIRE,-17.700000000000003,2011
44302,C540164,C2,CARRIAGE,-1,2011-01-05 12:02:00,50.0,14911.0,EIRE,-50.0,2011
44303,C540164,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,-6,2011-01-05 12:02:00,2.55,14911.0,EIRE,-15.299999999999999,2011
44304,C540164,72741,GRAND CHOCOLATECANDLE,-9,2011-01-05 12:02:00,1.45,14911.0,EIRE,-13.049999999999999,2011
44305,C540164,35400,WOODEN BOX ADVENT CALENDAR ,-2,2011-01-05 12:02:00,8.95,14911.0,EIRE,-17.9,2011
44306,C540164,22939,APRON APPLE DELIGHT,-2,2011-01-05 12:02:00,4.95,14911.0,EIRE,-9.9,2011
44307,C540164,22897,OVEN MITT APPLES DESIGN,-10,2011-01-05 12:02:00,1.45,14911.0,EIRE,-14.5,2011
44308,C540164,22246,MAGIC GARDEN FELT GARLAND ,-12,2011-01-05 12:02:00,1.95,14911.0,EIRE,-23.4,2011
44309,C540165,84817,DANISH ROSE DECORATIVE PLATE,-1,2011-01-05 12:05:00,2.1,18109.0,United Kingdom,-2.1,2011
44310,C540165,85066,CREAM SWEETHEART MINI CHEST,-1,2011-01-05 12:05:00,12.75,18109.0,United Kingdom,-12.75,2011
44311,C540165,82486,WOOD S/3 CABINET ANT WHITE FINISH,-1,2011-01-05 12:05:00,7.95,18109.0,United Kingdom,-7.95,2011
44405,C540171,D,Discount,-1,2011-01-05 12:26:00,22.97,14527.0,United Kingdom,-22.97,2011
44495,C540177,22781,GUMBALL MAGAZINE RACK,-4,2011-01-05 12:42:00,7.65,16316.0,United Kingdom,-30.6,2011
44893,C540243,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,-1,2011-01-05 15:32:00,0.85,12585.0,Germany,-0.85,2011
44894,C540243,22091,EMPIRE TISSUE BOX,-7,2011-01-05 15:32:00,1.25,12585.0,Germany,-8.75,2011
44895,C540243,22316,200 BENDY SKULL STRAWS,-1,2011-01-05 15:32:00,1.25,12585.0,Germany,-1.25,2011
44896,C540243,22638,SET OF 4 NAPKIN CHARMS CROWNS ,-1,2011-01-05 15:32:00,2.55,12585.0,Germany,-2.55,2011
44897,C540243,22558,CLOTHES PEGS RETROSPOT PACK 24 ,-1,2011-01-05 15:32:00,1.49,12585.0,Germany,-1.49,2011
44898,C540243,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,-5,2011-01-05 15:32:00,0.85,12585.0,Germany,-4.25,2011
44899,C540243,22778,GLASS CLOCHE SMALL,-1,2011-01-05 15:32:00,3.95,12585.0,Germany,-3.95,2011
44900,C540243,22777,GLASS CLOCHE LARGE,-2,2011-01-05 15:32:00,8.5,12585.0,Germany,-17.0,2011
44901,C540243,22606,WOODEN SKITTLES GARDEN SET,-1,2011-01-05 15:32:00,15.95,12585.0,Germany,-15.95,2011
44902,C540244,71459,HANGING JAM JAR T-LIGHT HOLDER,-1,2011-01-05 15:40:00,0.85,17213.0,United Kingdom,-0.85,2011
44903,C540244,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-01-05 15:40:00,2.95,17213.0,United Kingdom,-2.95,2011
44911,C540246,22423,REGENCY CAKESTAND 3 TIER,-1,2011-01-05 15:43:00,12.75,13081.0,United Kingdom,-12.75,2011
44912,C540246,22632,HAND WARMER RED RETROSPOT,-1,2011-01-05 15:43:00,1.85,13081.0,United Kingdom,-1.85,2011
44913,C540246,35598D,PINK/WHITE CHRISTMAS TREE 60CM,-1,2011-01-05 15:43:00,0.65,13081.0,United Kingdom,-0.65,2011
44914,C540246,35400,WOODEN BOX ADVENT CALENDAR ,-1,2011-01-05 15:43:00,8.95,13081.0,United Kingdom,-8.95,2011
44915,C540246,21733,RED HANGING HEART T-LIGHT HOLDER,-1,2011-01-05 15:43:00,2.55,13081.0,United Kingdom,-2.55,2011
44916,C540246,79320,FLAMINGO LIGHTS,-1,2011-01-05 15:43:00,4.95,13081.0,United Kingdom,-4.95,2011
44917,C540246,22942,CHRISTMAS LIGHTS 10 SANTAS ,-1,2011-01-05 15:43:00,8.5,13081.0,United Kingdom,-8.5,2011
44918,C540246,22201,FRYING PAN BLUE POLKADOT,-1,2011-01-05 15:43:00,4.25,13081.0,United Kingdom,-4.25,2011
44919,C540246,85040A,S/4 PINK FLOWER CANDLES IN BOWL,-1,2011-01-05 15:43:00,1.65,13081.0,United Kingdom,-1.65,2011
44920,C540246,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2011-01-05 15:43:00,1.25,13081.0,United Kingdom,-1.25,2011
44921,C540246,84006,MAGIC TREE -PAPER FLOWERS,-1,2011-01-05 15:43:00,0.85,13081.0,United Kingdom,-0.85,2011
44922,C540246,22198,LARGE POPCORN HOLDER ,-1,2011-01-05 15:43:00,1.65,13081.0,United Kingdom,-1.65,2011
44923,C540246,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,-1,2011-01-05 15:43:00,2.55,13081.0,United Kingdom,-2.55,2011
44924,C540246,85042,ANTIQUE LILY FAIRY LIGHTS,-2,2011-01-05 15:43:00,4.95,13081.0,United Kingdom,-9.9,2011
44925,C540246,22834,HAND WARMER BABUSHKA DESIGN,-1,2011-01-05 15:43:00,1.85,13081.0,United Kingdom,-1.85,2011
45141,C540250,79321,CHILLI LIGHTS,-1,2011-01-05 16:02:00,4.25,17511.0,United Kingdom,-4.25,2011
45142,C540250,22617,BAKING SET SPACEBOY DESIGN,-2,2011-01-05 16:02:00,4.25,17511.0,United Kingdom,-8.5,2011
45143,C540250,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,-1,2011-01-05 16:02:00,1.65,17511.0,United Kingdom,-1.65,2011
45144,C540250,21928,JUMBO BAG SCANDINAVIAN PAISLEY,-1,2011-01-05 16:02:00,1.65,17511.0,United Kingdom,-1.65,2011
45145,C540250,22942,CHRISTMAS LIGHTS 10 SANTAS ,-1,2011-01-05 16:02:00,8.5,17511.0,United Kingdom,-8.5,2011
45146,C540250,22198,LARGE POPCORN HOLDER ,-2,2011-01-05 16:02:00,1.45,17511.0,United Kingdom,-2.9,2011
45147,C540250,85099F,JUMBO BAG STRAWBERRY,-1,2011-01-05 16:02:00,1.65,17511.0,United Kingdom,-1.65,2011
45148,C540250,22941,CHRISTMAS LIGHTS 10 REINDEER,-1,2011-01-05 16:02:00,8.5,17511.0,United Kingdom,-8.5,2011
45509,C540266,M,Manual,-1,2011-01-06 11:05:00,458.29,,United Kingdom,-458.29,2011
45510,C540266,POST,POSTAGE,-1,2011-01-06 11:05:00,35.09,,United Kingdom,-35.09,2011
45618,C540270,20725,LUNCH BAG RED RETROSPOT,-1,2011-01-06 11:40:00,1.45,14680.0,United Kingdom,-1.45,2011
45619,C540270,22667,RECIPE BOX RETROSPOT ,-1,2011-01-06 11:40:00,2.55,14680.0,United Kingdom,-2.55,2011
45620,C540270,22197,SMALL POPCORN HOLDER,-3,2011-01-06 11:40:00,0.85,14680.0,United Kingdom,-2.55,2011
45621,C540270,21258,VICTORIAN SEWING BOX LARGE,-3,2011-01-06 11:40:00,10.95,14680.0,United Kingdom,-32.849999999999994,2011
45622,C540271,M,Manual,-1,2011-01-06 11:51:00,1126.0,12503.0,Spain,-1126.0,2011
45900,C540307,22107,PIZZA PLATE IN BOX,-8,2011-01-06 12:58:00,3.75,15823.0,United Kingdom,-30.0,2011
45901,C540307,22109,FULL ENGLISH BREAKFAST PLATE,-24,2011-01-06 12:58:00,3.39,15823.0,United Kingdom,-81.36,2011
45902,C540307,22303,COFFEE MUG APPLES DESIGN,-18,2011-01-06 12:58:00,2.55,15823.0,United Kingdom,-45.9,2011
45903,C540307,21533,RETROSPOT LARGE MILK JUG,-6,2011-01-06 12:58:00,4.95,15823.0,United Kingdom,-29.700000000000003,2011
45904,C540307,21537,RED RETROSPOT PUDDING BOWL,-48,2011-01-06 12:58:00,3.75,15823.0,United Kingdom,-180.0,2011
45905,C540307,22094,RED RETROSPOT TISSUE BOX,-12,2011-01-06 12:58:00,1.25,15823.0,United Kingdom,-15.0,2011
45906,C540307,22093,MOTORING TISSUE BOX,-12,2011-01-06 12:58:00,1.25,15823.0,United Kingdom,-15.0,2011
45907,C540307,22212,FOUR HOOK  WHITE LOVEBIRDS,-12,2011-01-06 12:58:00,2.1,15823.0,United Kingdom,-25.200000000000003,2011
45908,C540307,22113,GREY HEART HOT WATER BOTTLE,-12,2011-01-06 12:58:00,3.75,15823.0,United Kingdom,-45.0,2011
45909,C540307,22083,PAPER CHAIN KIT RETROSPOT,-36,2011-01-06 12:58:00,2.95,15823.0,United Kingdom,-106.2,2011
45910,C540307,22084,PAPER CHAIN KIT EMPIRE,-36,2011-01-06 12:58:00,2.95,15823.0,United Kingdom,-106.2,2011
45911,C540307,85014A,BLACK/BLUE POLKADOT UMBRELLA,-6,2011-01-06 12:58:00,5.95,15823.0,United Kingdom,-35.7,2011
45912,C540307,79323B,BLACK CHERRY LIGHTS,-4,2011-01-06 12:58:00,6.75,15823.0,United Kingdom,-27.0,2011
45913,C540307,M,Manual,-2,2011-01-06 12:58:00,21.95,15823.0,United Kingdom,-43.9,2011
45914,C540307,21644,ASSORTED TUTTI FRUTTI HEART BOX,-24,2011-01-06 12:58:00,1.25,15823.0,United Kingdom,-30.0,2011
45915,C540307,21645,ASSORTED TUTTI FRUTTI ROUND BOX,-24,2011-01-06 12:58:00,1.65,15823.0,United Kingdom,-39.599999999999994,2011
45954,C540346,22077,6 RIBBONS RUSTIC CHARM,-4,2011-01-06 13:41:00,1.65,12471.0,Germany,-6.6,2011
45983,C540347,22191,IVORY DINER WALL CLOCK,-6,2011-01-06 13:56:00,8.5,16424.0,United Kingdom,-51.0,2011
46770,C540360,84985A,SET OF 72 GREEN PAPER DOILIES,-5,2011-01-06 15:35:00,1.45,18041.0,United Kingdom,-7.25,2011
46771,C540360,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,-4,2011-01-06 15:35:00,3.75,18041.0,United Kingdom,-15.0,2011
46881,C540366,20719,WOODLAND CHARLOTTE BAG,-30,2011-01-06 16:14:00,0.72,15061.0,United Kingdom,-21.599999999999998,2011
46882,C540367,POST,POSTAGE,-3,2011-01-06 16:17:00,18.0,12413.0,France,-54.0,2011
47122,C540376,22623,BOX OF VINTAGE JIGSAW BLOCKS ,-1,2011-01-06 17:27:00,4.95,13488.0,United Kingdom,-4.95,2011
47123,C540377,21911,GARDEN METAL SIGN ,-12,2011-01-06 17:31:00,1.65,16656.0,United Kingdom,-19.799999999999997,2011
47124,C540377,21259,VICTORIAN SEWING BOX SMALL ,-3,2011-01-06 17:31:00,4.95,16656.0,United Kingdom,-14.850000000000001,2011
47125,C540378,21445,12 PINK ROSE PEG PLACE SETTINGS,-4,2011-01-06 17:32:00,1.25,13715.0,United Kingdom,-5.0,2011
47126,C540379,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,-2,2011-01-06 17:34:00,3.75,15101.0,United Kingdom,-7.5,2011
47127,C540380,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,-7,2011-01-06 17:36:00,0.85,16094.0,United Kingdom,-5.95,2011
47128,C540380,71053,WHITE METAL LANTERN,-5,2011-01-06 17:36:00,3.75,16094.0,United Kingdom,-18.75,2011
47129,C540381,22962,JAM JAR WITH PINK LID,-1,2011-01-06 17:37:00,0.72,16705.0,United Kingdom,-0.72,2011
47130,C540382,21868,POTTING SHED TEA MUG,-4,2011-01-06 17:38:00,1.25,12957.0,United Kingdom,-5.0,2011
47131,C540382,84949,SILVER HANGING T-LIGHT HOLDER,-1,2011-01-06 17:38:00,1.65,12957.0,United Kingdom,-1.65,2011
47138,C540384,22384,LUNCH BAG PINK POLKADOT,-1,2011-01-06 17:48:00,1.65,14961.0,United Kingdom,-1.65,2011
47139,C540384,22198,LARGE POPCORN HOLDER ,-5,2011-01-06 17:48:00,1.65,14961.0,United Kingdom,-8.25,2011
47140,C540384,22795,SWEETHEART RECIPE BOOK STAND,-1,2011-01-06 17:48:00,6.75,14961.0,United Kingdom,-6.75,2011
47141,C540385,21843,RED RETROSPOT CAKE STAND,-1,2011-01-06 17:52:00,10.95,14426.0,United Kingdom,-10.95,2011
47142,C540386,22060,LARGE CAKE STAND HANGING HEARTS,-1,2011-01-06 17:57:00,9.95,12417.0,Belgium,-9.95,2011
47143,C540386,22666,RECIPE BOX PANTRY YELLOW DESIGN,-1,2011-01-06 17:57:00,2.95,12417.0,Belgium,-2.95,2011
47144,C540386,22845,VINTAGE CREAM CAT FOOD CONTAINER,-3,2011-01-06 17:57:00,6.35,12417.0,Belgium,-19.049999999999997,2011
47158,C540388,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-1,2011-01-06 17:59:00,7.95,13115.0,United Kingdom,-7.95,2011
47159,C540389,20752,BLUE POLKADOT WASHING UP GLOVES,-1,2011-01-06 18:00:00,2.1,14426.0,United Kingdom,-2.1,2011
47160,C540390,22701,PINK DOG BOWL,-2,2011-01-06 18:01:00,2.95,16191.0,United Kingdom,-5.9,2011
47161,C540390,22700,BLACK AND WHITE DOG BOWL,-3,2011-01-06 18:01:00,2.95,16191.0,United Kingdom,-8.850000000000001,2011
47162,C540391,22274,FELTCRAFT DOLL EMILY,-1,2011-01-06 18:02:00,2.95,13047.0,United Kingdom,-2.95,2011
47163,C540392,21155,RED RETROSPOT PEG BAG,-1,2011-01-06 18:06:00,2.1,12753.0,Japan,-2.1,2011
47164,C540392,22244,3 HOOK HANGER MAGIC GARDEN,-1,2011-01-06 18:06:00,1.95,12753.0,Japan,-1.95,2011
47165,C540392,22088,PAPER BUNTING COLOURED LACE,-40,2011-01-06 18:06:00,2.55,12753.0,Japan,-102.0,2011
47166,C540392,22567,20 DOLLY PEGS RETROSPOT,-3,2011-01-06 18:06:00,1.25,12753.0,Japan,-3.75,2011
47167,C540393,21843,RED RETROSPOT CAKE STAND,-1,2011-01-06 18:08:00,10.95,17428.0,United Kingdom,-10.95,2011
47168,C540393,22699,ROSES REGENCY TEACUP AND SAUCER ,-4,2011-01-06 18:08:00,2.95,17428.0,United Kingdom,-11.8,2011
47169,C540393,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-1,2011-01-06 18:08:00,3.25,17428.0,United Kingdom,-3.25,2011
47170,C540393,85042,ANTIQUE LILY FAIRY LIGHTS,-1,2011-01-06 18:08:00,4.95,17428.0,United Kingdom,-4.95,2011
47171,C540393,22457,NATURAL SLATE HEART CHALKBOARD ,-1,2011-01-06 18:08:00,2.95,17428.0,United Kingdom,-2.95,2011
47172,C540394,22649,STRAWBERRY FAIRY CAKE TEAPOT,-1,2011-01-06 18:09:00,4.95,17696.0,United Kingdom,-4.95,2011
47240,C540398,84792,ENCHANTED BIRD COATHANGER 5 HOOK,-2,2011-01-07 09:21:00,4.65,14047.0,United Kingdom,-9.3,2011
47242,C540400,22768,FAMILY PHOTO FRAME CORNICE,-4,2011-01-07 09:25:00,9.95,16150.0,United Kingdom,-39.8,2011
47243,C540400,22766,PHOTO FRAME CORNICE,-3,2011-01-07 09:25:00,2.95,16150.0,United Kingdom,-8.850000000000001,2011
47244,C540400,22469,HEART OF WICKER SMALL,-1,2011-01-07 09:25:00,1.65,16150.0,United Kingdom,-1.65,2011
47245,C540400,21260,FIRST AID TIN,-3,2011-01-07 09:25:00,3.25,16150.0,United Kingdom,-9.75,2011
47274,C540403,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-01-07 09:32:00,2.55,17230.0,United Kingdom,-2.55,2011
47470,C540417,79321,CHILLI LIGHTS,-72,2011-01-07 10:56:00,4.25,13680.0,United Kingdom,-306.0,2011
47471,C540417,47566B,TEA TIME PARTY BUNTING,-50,2011-01-07 10:56:00,3.75,13680.0,United Kingdom,-187.5,2011
47472,C540417,22628,PICNIC BOXES SET OF 3 RETROSPOT ,-4,2011-01-07 10:56:00,4.95,13680.0,United Kingdom,-19.8,2011
47473,C540417,22386,JUMBO BAG PINK POLKADOT,-20,2011-01-07 10:56:00,1.95,13680.0,United Kingdom,-39.0,2011
47474,C540417,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,-6,2011-01-07 10:56:00,2.55,13680.0,United Kingdom,-15.299999999999999,2011
47475,C540417,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,-5,2011-01-07 10:56:00,2.95,13680.0,United Kingdom,-14.75,2011
47476,C540417,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-6,2011-01-07 10:56:00,2.95,13680.0,United Kingdom,-17.700000000000003,2011
47477,C540417,22197,SMALL POPCORN HOLDER,-10,2011-01-07 10:56:00,0.85,13680.0,United Kingdom,-8.5,2011
47478,C540417,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,-24,2011-01-07 10:56:00,3.39,13680.0,United Kingdom,-81.36,2011
47479,C540417,20728,LUNCH BAG CARS BLUE,-30,2011-01-07 10:56:00,1.65,13680.0,United Kingdom,-49.5,2011
47480,C540417,20727,LUNCH BAG  BLACK SKULL.,-30,2011-01-07 10:56:00,1.65,13680.0,United Kingdom,-49.5,2011
47481,C540417,20726,LUNCH BAG WOODLAND,-40,2011-01-07 10:56:00,1.65,13680.0,United Kingdom,-66.0,2011
47482,C540417,20725,LUNCH BAG RED RETROSPOT,-100,2011-01-07 10:56:00,1.45,13680.0,United Kingdom,-145.0,2011
47483,C540417,20719,WOODLAND CHARLOTTE BAG,-30,2011-01-07 10:56:00,0.85,13680.0,United Kingdom,-25.5,2011
47484,C540417,20713,JUMBO BAG OWLS,-10,2011-01-07 10:56:00,1.95,13680.0,United Kingdom,-19.5,2011
47485,C540417,20712,JUMBO BAG WOODLAND ANIMALS,-30,2011-01-07 10:56:00,1.95,13680.0,United Kingdom,-58.5,2011
47486,C540417,85099C,JUMBO  BAG BAROQUE BLACK WHITE,-30,2011-01-07 10:56:00,1.95,13680.0,United Kingdom,-58.5,2011
47487,C540417,85099B,JUMBO BAG RED RETROSPOT,-100,2011-01-07 10:56:00,1.65,13680.0,United Kingdom,-165.0,2011
47488,C540417,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,-24,2011-01-07 10:56:00,3.75,13680.0,United Kingdom,-90.0,2011
47489,C540417,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,-24,2011-01-07 10:56:00,3.75,13680.0,United Kingdom,-90.0,2011
47490,C540417,84991,60 TEATIME FAIRY CAKE CASES,-24,2011-01-07 10:56:00,0.55,13680.0,United Kingdom,-13.200000000000001,2011
48636,C540470,85159B,"WHITE TEA,COFFEE,SUGAR JARS",-2,2011-01-07 14:09:00,5.72,14505.0,United Kingdom,-11.44,2011
49130,C540503,22184,CAKE STAND VICTORIAN FILIGREE LARGE,-1,2011-01-09 10:59:00,8.5,13668.0,United Kingdom,-8.5,2011
49131,C540503,22158,3 HEARTS HANGING DECORATION RUSTIC,-1,2011-01-09 10:59:00,2.95,13668.0,United Kingdom,-2.95,2011
49132,C540503,21586,KINGS CHOICE GIANT TUBE MATCHES,-1,2011-01-09 10:59:00,2.55,13668.0,United Kingdom,-2.55,2011
49711,C540527,21056,DOCTOR'S BAG SOFT TOY,-1,2011-01-09 13:42:00,8.95,14606.0,United Kingdom,-8.95,2011
49712,C540527,20772,GARDEN PATH JOURNAL,-1,2011-01-09 13:42:00,2.55,14606.0,United Kingdom,-2.55,2011
49847,C540535,85023C,PINK LARGE JEWELED PHOTOFRAME,-1,2011-01-09 14:17:00,2.55,15005.0,United Kingdom,-2.55,2011
